LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,value_fixed,Flag Codes
AUS,POP,WOMEN,MLN_PER,A,2000,9585.337,9.585337,
AUS,POP,WOMEN,MLN_PER,A,2001,9712.875,9.712875,
AUS,POP,WOMEN,MLN_PER,A,2002,9819.727,9.819727,
AUS,POP,WOMEN,MLN_PER,A,2003,9933.14,9.93314,
AUS,POP,WOMEN,MLN_PER,A,2004,10036.771,10.036771,
AUS,POP,WOMEN,MLN_PER,A,2005,10157.211,10.157211,
AUS,POP,WOMEN,MLN_PER,A,2006,10291.542,10.291542,
AUS,POP,WOMEN,MLN_PER,A,2007,10473.986,10.473986,
AUS,POP,WOMEN,MLN_PER,A,2008,10677.154,10.677154,
AUS,POP,WOMEN,MLN_PER,A,2009,10890.856,10.890856,
AUS,POP,WOMEN,MLN_PER,A,2010,11063.919,11.063919,
AUS,POP,WOMEN,MLN_PER,A,2011,11221.79,11.22179,
AUS,POP,WOMEN,MLN_PER,A,2012,11420.486,11.420486,
AUS,POP,WOMEN,MLN_PER,A,2013,11621.964,11.621964,
AUS,POP,WOMEN,MLN_PER,A,2014,11807.8,11.8078,
AUS,POP,WOMEN,MLN_PER,A,2015,11988.343,11.988343,
AUS,POP,WOMEN,MLN_PER,A,2016,12187.868,12.187868,
AUS,POP,WOMEN,MLN_PER,A,2017,12398.09,12.39809,
AUS,POP,WOMEN,MLN_PER,A,2018,12591.646,12.591646,
AUS,POP,WOMEN,MLN_PER,A,2019,12786.368,12.786368,
AUS,POP,WOMEN,MLN_PER,A,2020,12961.702,12.961702,
AUT,POP,WOMEN,MLN_PER,A,2000,4136.849,4.136849,
AUT,POP,WOMEN,MLN_PER,A,2001,4148.373,4.148373,
AUT,POP,WOMEN,MLN_PER,A,2002,4163.181,4.163181,
AUT,POP,WOMEN,MLN_PER,A,2003,4177.96,4.17796,
AUT,POP,WOMEN,MLN_PER,A,2004,4201.74,4.20174,
AUT,POP,WOMEN,MLN_PER,A,2005,4226.326,4.226326,
AUT,POP,WOMEN,MLN_PER,A,2006,4245.432,4.245432,
AUT,POP,WOMEN,MLN_PER,A,2007,4258.641,4.258641,
AUT,POP,WOMEN,MLN_PER,A,2008,4271.326,4.271326,
AUT,POP,WOMEN,MLN_PER,A,2009,4280.288,4.280288,
AUT,POP,WOMEN,MLN_PER,A,2010,4289.296,4.289296,
AUT,POP,WOMEN,MLN_PER,A,2011,4301.346,4.301346,
AUT,POP,WOMEN,MLN_PER,A,2012,4316.88,4.31688,
AUT,POP,WOMEN,MLN_PER,A,2013,4338.537,4.338537,
AUT,POP,WOMEN,MLN_PER,A,2014,4367.382,4.367382,
AUT,POP,WOMEN,MLN_PER,A,2015,4400.443,4.400443,
AUT,POP,WOMEN,MLN_PER,A,2016,4444.642,4.444642,
AUT,POP,WOMEN,MLN_PER,A,2017,4470.336,4.470336,
AUT,POP,WOMEN,MLN_PER,A,2018,4490.959,4.490959,
AUT,POP,WOMEN,MLN_PER,A,2019,4510.346,4.510346,
AUT,POP,WOMEN,MLN_PER,A,2020,4528.725,4.528725,
BEL,POP,WOMEN,MLN_PER,A,2000,5239.235,5.239235,
BEL,POP,WOMEN,MLN_PER,A,2001,5256.415,5.256415,
BEL,POP,WOMEN,MLN_PER,A,2002,5278.199,5.278199,
BEL,POP,WOMEN,MLN_PER,A,2003,5299.099,5.299099,
BEL,POP,WOMEN,MLN_PER,A,2004,5321.887,5.321887,
BEL,POP,WOMEN,MLN_PER,A,2005,5351.044,5.351044,
BEL,POP,WOMEN,MLN_PER,A,2006,5385.342,5.385342,
BEL,POP,WOMEN,MLN_PER,A,2007,5422.842,5.422842,
BEL,POP,WOMEN,MLN_PER,A,2008,5463.494,5.463494,
BEL,POP,WOMEN,MLN_PER,A,2009,5506.058,5.506058,
BEL,POP,WOMEN,MLN_PER,A,2010,5554.363,5.554363,
BEL,POP,WOMEN,MLN_PER,A,2011,5601.593,5.601593,
BEL,POP,WOMEN,MLN_PER,A,2012,5637.105,5.637105,
BEL,POP,WOMEN,MLN_PER,A,2013,5664.133,5.664133,
BEL,POP,WOMEN,MLN_PER,A,2014,5690.077,5.690077,
BEL,POP,WOMEN,MLN_PER,A,2015,5717.162,5.717162,
BEL,POP,WOMEN,MLN_PER,A,2016,5742.234,5.742234,
BEL,POP,WOMEN,MLN_PER,A,2017,5766.124,5.766124,
BEL,POP,WOMEN,MLN_PER,A,2018,5790.674,5.790674,
BEL,POP,WOMEN,MLN_PER,A,2019,5817.88,5.81788,
BEL,POP,WOMEN,MLN_PER,A,2020,5838.303,5.838303,
CAN,POP,WOMEN,MLN_PER,A,2000,15491.918,15.491918,
CAN,POP,WOMEN,MLN_PER,A,2001,15654.302,15.654302,
CAN,POP,WOMEN,MLN_PER,A,2002,15822.503,15.822503,
CAN,POP,WOMEN,MLN_PER,A,2003,15964.718,15.964718,
CAN,POP,WOMEN,MLN_PER,A,2004,16113.565,16.113565,
CAN,POP,WOMEN,MLN_PER,A,2005,16263.745,16.263745,
CAN,POP,WOMEN,MLN_PER,A,2006,16426.415,16.426415,
CAN,POP,WOMEN,MLN_PER,A,2007,16590.173,16.590173,
CAN,POP,WOMEN,MLN_PER,A,2008,16772.94,16.77294,
CAN,POP,WOMEN,MLN_PER,A,2009,16965.482,16.965482,
CAN,POP,WOMEN,MLN_PER,A,2010,17157.066,17.157066,
CAN,POP,WOMEN,MLN_PER,A,2011,17324.8,17.3248,
CAN,POP,WOMEN,MLN_PER,A,2012,17504.322,17.504322,
CAN,POP,WOMEN,MLN_PER,A,2013,17681.789,17.681789,
CAN,POP,WOMEN,MLN_PER,A,2014,17855.738,17.855738,
CAN,POP,WOMEN,MLN_PER,A,2015,17990.107,17.990107,
CAN,POP,WOMEN,MLN_PER,A,2016,18192.991,18.192991,
CAN,POP,WOMEN,MLN_PER,A,2017,18409.073,18.409073,
CAN,POP,WOMEN,MLN_PER,A,2018,18658.841,18.658841,
CAN,POP,WOMEN,MLN_PER,A,2019,18914.877,18.914877,
CAN,POP,WOMEN,MLN_PER,A,2020,19119.977,19.119977,
CZE,POP,WOMEN,MLN_PER,A,2000,5273.177,5.273177,
CZE,POP,WOMEN,MLN_PER,A,2001,5245.241,5.245241,
CZE,POP,WOMEN,MLN_PER,A,2002,5236.176,5.236176,
CZE,POP,WOMEN,MLN_PER,A,2003,5233.462,5.233462,
CZE,POP,WOMEN,MLN_PER,A,2004,5235.193,5.235193,
CZE,POP,WOMEN,MLN_PER,A,2005,5242.653,5.242653,
CZE,POP,WOMEN,MLN_PER,A,2006,5253.606,5.253606,
CZE,POP,WOMEN,MLN_PER,A,2007,5274.588,5.274588,
CZE,POP,WOMEN,MLN_PER,A,2008,5316.36,5.31636,
CZE,POP,WOMEN,MLN_PER,A,2009,5340.983,5.340983,
CZE,POP,WOMEN,MLN_PER,A,2010,5356.465,5.356465,
CZE,POP,WOMEN,MLN_PER,A,2011,5343.663,5.343663,
CZE,POP,WOMEN,MLN_PER,A,2012,5348.373,5.348373,
CZE,POP,WOMEN,MLN_PER,A,2013,5349.102,5.349102,
CZE,POP,WOMEN,MLN_PER,A,2014,5355.637,5.355637,
CZE,POP,WOMEN,MLN_PER,A,2015,5362.7,5.3627,
CZE,POP,WOMEN,MLN_PER,A,2016,5372.272,5.372272,
CZE,POP,WOMEN,MLN_PER,A,2017,5381.951,5.381951,
CZE,POP,WOMEN,MLN_PER,A,2018,5396.057,5.396057,
CZE,POP,WOMEN,MLN_PER,A,2019,5412.46,5.41246,
CZE,POP,WOMEN,MLN_PER,A,2020,5425.995,5.425995,
DNK,POP,WOMEN,MLN_PER,A,2000,2699.466,2.699466,
DNK,POP,WOMEN,MLN_PER,A,2001,2707.833,2.707833,
DNK,POP,WOMEN,MLN_PER,A,2002,2716.914,2.716914,
DNK,POP,WOMEN,MLN_PER,A,2003,2722.648,2.722648,
DNK,POP,WOMEN,MLN_PER,A,2004,2729.27,2.72927,
DNK,POP,WOMEN,MLN_PER,A,2005,2736.121,2.736121,
DNK,POP,WOMEN,MLN_PER,A,2006,2744.388,2.744388,
DNK,POP,WOMEN,MLN_PER,A,2007,2754.521,2.754521,
DNK,POP,WOMEN,MLN_PER,A,2008,2769.006,2.769006,
DNK,POP,WOMEN,MLN_PER,A,2009,2783.458,2.783458,
DNK,POP,WOMEN,MLN_PER,A,2010,2795.634,2.795634,
DNK,POP,WOMEN,MLN_PER,A,2011,2806.716,2.806716,
DNK,POP,WOMEN,MLN_PER,A,2012,2815.877,2.815877,
DNK,POP,WOMEN,MLN_PER,A,2013,2826.123,2.826123,
DNK,POP,WOMEN,MLN_PER,A,2014,2839.824,2.839824,
DNK,POP,WOMEN,MLN_PER,A,2015,2855.813,2.855813,
DNK,POP,WOMEN,MLN_PER,A,2016,2876.426,2.876426,
DNK,POP,WOMEN,MLN_PER,A,2017,2893.742,2.893742,
DNK,POP,WOMEN,MLN_PER,A,2018,2908.337,2.908337,
DNK,POP,WOMEN,MLN_PER,A,2019,2920.505,2.920505,
DNK,POP,WOMEN,MLN_PER,A,2020,2927.681,2.927681,
FIN,POP,WOMEN,MLN_PER,A,2000,2650.022,2.650022,
FIN,POP,WOMEN,MLN_PER,A,2001,2654.537,2.654537,
FIN,POP,WOMEN,MLN_PER,A,2002,2659.341,2.659341,
FIN,POP,WOMEN,MLN_PER,A,2003,2664.106,2.664106,
FIN,POP,WOMEN,MLN_PER,A,2004,2670.685,2.670685,
FIN,POP,WOMEN,MLN_PER,A,2005,2678.886,2.678886,
FIN,POP,WOMEN,MLN_PER,A,2006,2688.223,2.688223,
FIN,POP,WOMEN,MLN_PER,A,2007,2698.451,2.698451,
FIN,POP,WOMEN,MLN_PER,A,2008,2709.177,2.709177,
FIN,POP,WOMEN,MLN_PER,A,2009,2720.512,2.720512,
FIN,POP,WOMEN,MLN_PER,A,2010,2731.604,2.731604,
FIN,POP,WOMEN,MLN_PER,A,2011,2742.799,2.742799,
FIN,POP,WOMEN,MLN_PER,A,2012,2754.391,2.754391,
FIN,POP,WOMEN,MLN_PER,A,2013,2765.478,2.765478,
FIN,POP,WOMEN,MLN_PER,A,2014,2775.397,2.775397,
FIN,POP,WOMEN,MLN_PER,A,2015,2782.852,2.782852,
FIN,POP,WOMEN,MLN_PER,A,2016,2788.392,2.788392,
FIN,POP,WOMEN,MLN_PER,A,2017,2792.482,2.792482,
FIN,POP,WOMEN,MLN_PER,A,2018,2794.313,2.794313,
FIN,POP,WOMEN,MLN_PER,A,2019,2795.83,2.79583,
FIN,POP,WOMEN,MLN_PER,A,2020,2798.508,2.798508,
FRA,POP,WOMEN,MLN_PER,A,2000,31261.871,31.261871,
FRA,POP,WOMEN,MLN_PER,A,2001,31503.561,31.503561,
FRA,POP,WOMEN,MLN_PER,A,2002,31746.213,31.746213,
FRA,POP,WOMEN,MLN_PER,A,2003,31982.904,31.982904,
FRA,POP,WOMEN,MLN_PER,A,2004,32232.036,32.232036,
FRA,POP,WOMEN,MLN_PER,A,2005,32490.51,32.49051,
FRA,POP,WOMEN,MLN_PER,A,2006,32717.508,32.717508,
FRA,POP,WOMEN,MLN_PER,A,2007,32911.253,32.911253,
FRA,POP,WOMEN,MLN_PER,A,2008,33091.11,33.09111,
FRA,POP,WOMEN,MLN_PER,A,2009,33256.028,33.256028,
FRA,POP,WOMEN,MLN_PER,A,2010,33412.925,33.412925,
FRA,POP,WOMEN,MLN_PER,A,2011,33572.806,33.572806,
FRA,POP,WOMEN,MLN_PER,A,2012,33731.249,33.731249,
FRA,POP,WOMEN,MLN_PER,A,2013,33898.446,33.898446,
FRA,POP,WOMEN,MLN_PER,A,2014,34184.117,34.184117,
FRA,POP,WOMEN,MLN_PER,A,2015,34319.022,34.319022,
FRA,POP,WOMEN,MLN_PER,A,2016,34424.889,34.424889,
FRA,POP,WOMEN,MLN_PER,A,2017,34535.809,34.535809,
FRA,POP,WOMEN,MLN_PER,A,2018,34639.414,34.639414,
FRA,POP,WOMEN,MLN_PER,A,2019,34727.464,34.727464,
FRA,POP,WOMEN,MLN_PER,A,2020,34808.722,34.808722,
DEU,POP,WOMEN,MLN_PER,A,2000,42087.848,42.087848,
DEU,POP,WOMEN,MLN_PER,A,2001,42134.316,42.134316,
DEU,POP,WOMEN,MLN_PER,A,2002,42178.716,42.178716,
DEU,POP,WOMEN,MLN_PER,A,2003,42183.725,42.183725,
DEU,POP,WOMEN,MLN_PER,A,2004,42161.445,42.161445,
DEU,POP,WOMEN,MLN_PER,A,2005,42122.629,42.122629,
DEU,POP,WOMEN,MLN_PER,A,2006,42055.883,42.055883,
DEU,POP,WOMEN,MLN_PER,A,2007,41978.642,41.978642,
DEU,POP,WOMEN,MLN_PER,A,2008,41880.811,41.880811,
DEU,POP,WOMEN,MLN_PER,A,2009,41758.36,41.75836,
DEU,POP,WOMEN,MLN_PER,A,2010,41668.915,41.668915,
DEU,POP,WOMEN,MLN_PER,A,2011,41097.71,41.09771,
DEU,POP,WOMEN,MLN_PER,A,2012,41120.365,41.120365,
DEU,POP,WOMEN,MLN_PER,A,2013,41176.655,41.176655,
DEU,POP,WOMEN,MLN_PER,A,2014,41286.307,41.286307,
DEU,POP,WOMEN,MLN_PER,A,2015,41511.818,41.511818,
DEU,POP,WOMEN,MLN_PER,A,2016,41743.046,41.743046,
DEU,POP,WOMEN,MLN_PER,A,2017,41886.659,41.886659,
DEU,POP,WOMEN,MLN_PER,A,2018,42000.654,42.000654,
DEU,POP,WOMEN,MLN_PER,A,2019,42090.81,42.09081,
DEU,POP,WOMEN,MLN_PER,A,2020,42128.807,42.128807,
GRC,POP,WOMEN,MLN_PER,A,2000,5490.022,5.490022,
GRC,POP,WOMEN,MLN_PER,A,2001,5506.58,5.50658,
GRC,POP,WOMEN,MLN_PER,A,2002,5514.108,5.514108,
GRC,POP,WOMEN,MLN_PER,A,2003,5527.645,5.527645,
GRC,POP,WOMEN,MLN_PER,A,2004,5542.873,5.542873,
GRC,POP,WOMEN,MLN_PER,A,2005,5561.388,5.561388,
GRC,POP,WOMEN,MLN_PER,A,2006,5582.547,5.582547,
GRC,POP,WOMEN,MLN_PER,A,2007,5603.373,5.603373,
GRC,POP,WOMEN,MLN_PER,A,2008,5625.818,5.625818,
GRC,POP,WOMEN,MLN_PER,A,2009,5648.54,5.64854,
GRC,POP,WOMEN,MLN_PER,A,2010,5664.187,5.664187,
GRC,POP,WOMEN,MLN_PER,A,2011,5666.236,5.666236,
GRC,POP,WOMEN,MLN_PER,A,2012,5649.941,5.649941,
GRC,POP,WOMEN,MLN_PER,A,2013,5625.465,5.625465,
GRC,POP,WOMEN,MLN_PER,A,2014,5601.6,5.6016,
GRC,POP,WOMEN,MLN_PER,A,2015,5574.583,5.574583,
GRC,POP,WOMEN,MLN_PER,A,2016,5553.222,5.553222,
GRC,POP,WOMEN,MLN_PER,A,2017,5539.021,5.539021,
GRC,POP,WOMEN,MLN_PER,A,2018,5523.712,5.523712,
GRC,POP,WOMEN,MLN_PER,A,2019,5509.696,5.509696,
GRC,POP,WOMEN,MLN_PER,A,2020,5504.661,5.504661,
HUN,POP,WOMEN,MLN_PER,A,2000,5352.866,5.352866,
HUN,POP,WOMEN,MLN_PER,A,2001,5343.579,5.343579,
HUN,POP,WOMEN,MLN_PER,A,2002,5330.891,5.330891,
HUN,POP,WOMEN,MLN_PER,A,2003,5318.267,5.318267,
HUN,POP,WOMEN,MLN_PER,A,2004,5308.529,5.308529,
HUN,POP,WOMEN,MLN_PER,A,2005,5298.219,5.298219,
HUN,POP,WOMEN,MLN_PER,A,2006,5289.541,5.289541,
HUN,POP,WOMEN,MLN_PER,A,2007,5281.459,5.281459,
HUN,POP,WOMEN,MLN_PER,A,2008,5271.883,5.271883,
HUN,POP,WOMEN,MLN_PER,A,2009,5262.676,5.262676,
HUN,POP,WOMEN,MLN_PER,A,2010,5249.62,5.24962,
HUN,POP,WOMEN,MLN_PER,A,2011,5224.54,5.22454,
HUN,POP,WOMEN,MLN_PER,A,2012,5200.052,5.200052,
HUN,POP,WOMEN,MLN_PER,A,2013,5183.41,5.18341,
HUN,POP,WOMEN,MLN_PER,A,2014,5166.881,5.166881,
HUN,POP,WOMEN,MLN_PER,A,2015,5150.876,5.150876,
HUN,POP,WOMEN,MLN_PER,A,2016,5132.118,5.132118,
HUN,POP,WOMEN,MLN_PER,A,2017,5114.521,5.114521,
HUN,POP,WOMEN,MLN_PER,A,2018,5101.853,5.101853,
HUN,POP,WOMEN,MLN_PER,A,2019,5092.835,5.092835,
HUN,POP,WOMEN,MLN_PER,A,2020,5077.857,5.077857,
ISL,POP,WOMEN,MLN_PER,A,2000,140.434,0.140434,
ISL,POP,WOMEN,MLN_PER,A,2001,142.307,0.142307,
ISL,POP,WOMEN,MLN_PER,A,2002,143.653,0.143653,
ISL,POP,WOMEN,MLN_PER,A,2003,144.675,0.144675,
ISL,POP,WOMEN,MLN_PER,A,2004,145.789,0.145789,
ISL,POP,WOMEN,MLN_PER,A,2005,147.552,0.147552,
ISL,POP,WOMEN,MLN_PER,A,2006,149.893,0.149893,
ISL,POP,WOMEN,MLN_PER,A,2007,152.83,0.15283,
ISL,POP,WOMEN,MLN_PER,A,2008,155.928,0.155928,
ISL,POP,WOMEN,MLN_PER,A,2009,157.494,0.157494,
ISL,POP,WOMEN,MLN_PER,A,2010,158.069,0.158069,
ISL,POP,WOMEN,MLN_PER,A,2011,158.824,0.158824,
ISL,POP,WOMEN,MLN_PER,A,2012,159.817,0.159817,
ISL,POP,WOMEN,MLN_PER,A,2013,161.387,0.161387,
ISL,POP,WOMEN,MLN_PER,A,2014,163.133,0.163133,
ISL,POP,WOMEN,MLN_PER,A,2015,164.59,0.16459,
ISL,POP,WOMEN,MLN_PER,A,2016,166.284,0.166284,
ISL,POP,WOMEN,MLN_PER,A,2017,169.082,0.169082,
ISL,POP,WOMEN,MLN_PER,A,2018,172.502,0.172502,
ISL,POP,WOMEN,MLN_PER,A,2019,175.669,0.175669,
ISL,POP,WOMEN,MLN_PER,A,2020,178.473,0.178473,
IRL,POP,WOMEN,MLN_PER,A,2000,1906.59,1.90659,
IRL,POP,WOMEN,MLN_PER,A,2001,1934.07,1.93407,
IRL,POP,WOMEN,MLN_PER,A,2002,1971.039,1.971039,
IRL,POP,WOMEN,MLN_PER,A,2003,2002.939,2.002939,
IRL,POP,WOMEN,MLN_PER,A,2004,2033.274,2.033274,
IRL,POP,WOMEN,MLN_PER,A,2005,2072.008,2.072008,
IRL,POP,WOMEN,MLN_PER,A,2006,2115.607,2.115607,
IRL,POP,WOMEN,MLN_PER,A,2007,2184.567,2.184567,
IRL,POP,WOMEN,MLN_PER,A,2008,2246.489,2.246489,
IRL,POP,WOMEN,MLN_PER,A,2009,2276.053,2.276053,
IRL,POP,WOMEN,MLN_PER,A,2010,2292.582,2.292582,
IRL,POP,WOMEN,MLN_PER,A,2011,2304.382,2.304382,
IRL,POP,WOMEN,MLN_PER,A,2012,2318.68,2.31868,
IRL,POP,WOMEN,MLN_PER,A,2013,2328.538,2.328538,
IRL,POP,WOMEN,MLN_PER,A,2014,2346.399,2.346399,
IRL,POP,WOMEN,MLN_PER,A,2015,2370.069,2.370069,
IRL,POP,WOMEN,MLN_PER,A,2016,2393.051,2.393051,
IRL,POP,WOMEN,MLN_PER,A,2017,2420.384,2.420384,
IRL,POP,WOMEN,MLN_PER,A,2018,2451.263,2.451263,
IRL,POP,WOMEN,MLN_PER,A,2019,2483.49,2.48349,
IRL,POP,WOMEN,MLN_PER,A,2020,2511.872,2.511872,
ITA,POP,WOMEN,MLN_PER,A,2000,29372.449,29.372449,
ITA,POP,WOMEN,MLN_PER,A,2001,29394.672,29.394672,
ITA,POP,WOMEN,MLN_PER,A,2002,29452.156,29.452156,
ITA,POP,WOMEN,MLN_PER,A,2003,29603.801,29.603801,
ITA,POP,WOMEN,MLN_PER,A,2004,29812.164,29.812164,
ITA,POP,WOMEN,MLN_PER,A,2005,29977.383,29.977383,
ITA,POP,WOMEN,MLN_PER,A,2006,30097.335,30.097335,
ITA,POP,WOMEN,MLN_PER,A,2007,30286.647,30.286647,
ITA,POP,WOMEN,MLN_PER,A,2008,30528.336,30.528336,
ITA,POP,WOMEN,MLN_PER,A,2009,30713.313,30.713313,
ITA,POP,WOMEN,MLN_PER,A,2010,30860.476,30.860476,
ITA,POP,WOMEN,MLN_PER,A,2011,30974.257,30.974257,
ITA,POP,WOMEN,MLN_PER,A,2012,31049.119,31.049119,
ITA,POP,WOMEN,MLN_PER,A,2013,31093.905,31.093905,
ITA,POP,WOMEN,MLN_PER,A,2014,31085.787,31.085787,
ITA,POP,WOMEN,MLN_PER,A,2015,31018.921,31.018921,
ITA,POP,WOMEN,MLN_PER,A,2016,30929.374,30.929374,
ITA,POP,WOMEN,MLN_PER,A,2017,30834.692,30.834692,
ITA,POP,WOMEN,MLN_PER,A,2018,30733.389,30.733389,
ITA,POP,WOMEN,MLN_PER,A,2019,30638.433,30.638433,
ITA,POP,WOMEN,MLN_PER,A,2020,30492.434,30.492434,
JPN,POP,WOMEN,MLN_PER,A,2000,64815.079,64.815079,
JPN,POP,WOMEN,MLN_PER,A,2001,65047,65.047,
JPN,POP,WOMEN,MLN_PER,A,2002,65183,65.183,
JPN,POP,WOMEN,MLN_PER,A,2003,65315,65.315,
JPN,POP,WOMEN,MLN_PER,A,2004,65392,65.392,
JPN,POP,WOMEN,MLN_PER,A,2005,65419.017,65.419017,
JPN,POP,WOMEN,MLN_PER,A,2006,65513.628,65.513628,
JPN,POP,WOMEN,MLN_PER,A,2007,65608.369,65.608369,
JPN,POP,WOMEN,MLN_PER,A,2008,65661.653,65.661653,
JPN,POP,WOMEN,MLN_PER,A,2009,65673.644,65.673644,
JPN,POP,WOMEN,MLN_PER,A,2010,65729.615,65.729615,
JPN,POP,WOMEN,MLN_PER,A,2011,65626.819,65.626819,
JPN,POP,WOMEN,MLN_PER,A,2012,65512.95,65.51295,
JPN,POP,WOMEN,MLN_PER,A,2013,65429.064,65.429064,
JPN,POP,WOMEN,MLN_PER,A,2014,65336.389,65.336389,
JPN,POP,WOMEN,MLN_PER,A,2015,65253.007,65.253007,
JPN,POP,WOMEN,MLN_PER,A,2016,65167.269,65.167269,
JPN,POP,WOMEN,MLN_PER,A,2017,65050.823,65.050823,
JPN,POP,WOMEN,MLN_PER,A,2018,64910.685,64.910685,
JPN,POP,WOMEN,MLN_PER,A,2019,64755.616,64.755616,
JPN,POP,WOMEN,MLN_PER,A,2020,64554,64.554,
KOR,POP,WOMEN,MLN_PER,A,2000,23341.342,23.341342,
KOR,POP,WOMEN,MLN_PER,A,2001,23515.193,23.515193,
KOR,POP,WOMEN,MLN_PER,A,2002,23653.359,23.653359,
KOR,POP,WOMEN,MLN_PER,A,2003,23771.458,23.771458,
KOR,POP,WOMEN,MLN_PER,A,2004,23871.779,23.871779,
KOR,POP,WOMEN,MLN_PER,A,2005,23941.327,23.941327,
KOR,POP,WOMEN,MLN_PER,A,2006,24068.731,24.068731,
KOR,POP,WOMEN,MLN_PER,A,2007,24192.448,24.192448,
KOR,POP,WOMEN,MLN_PER,A,2008,24383.06,24.38306,
KOR,POP,WOMEN,MLN_PER,A,2009,24533.494,24.533494,
KOR,POP,WOMEN,MLN_PER,A,2010,24672.998,24.672998,
KOR,POP,WOMEN,MLN_PER,A,2011,24866.771,24.866771,
KOR,POP,WOMEN,MLN_PER,A,2012,25012.473,25.012473,
KOR,POP,WOMEN,MLN_PER,A,2013,25143.574,25.143574,
KOR,POP,WOMEN,MLN_PER,A,2014,25301.582,25.301582,
KOR,POP,WOMEN,MLN_PER,A,2015,25429.053,25.429053,
KOR,POP,WOMEN,MLN_PER,A,2016,25546.854,25.546854,
KOR,POP,WOMEN,MLN_PER,A,2017,25625.118,25.625118,
KOR,POP,WOMEN,MLN_PER,A,2018,25743.131,25.743131,
KOR,POP,WOMEN,MLN_PER,A,2019,25795.803,25.795803,
KOR,POP,WOMEN,MLN_PER,A,2020,25834.842,25.834842,
LUX,POP,WOMEN,MLN_PER,A,2000,221.348,0.221348,
LUX,POP,WOMEN,MLN_PER,A,2001,223.961,0.223961,
LUX,POP,WOMEN,MLN_PER,A,2002,226.253,0.226253,
LUX,POP,WOMEN,MLN_PER,A,2003,228.77,0.22877,
LUX,POP,WOMEN,MLN_PER,A,2004,231.666,0.231666,
LUX,POP,WOMEN,MLN_PER,A,2005,235.025,0.235025,
LUX,POP,WOMEN,MLN_PER,A,2006,238.695,0.238695,
LUX,POP,WOMEN,MLN_PER,A,2007,242.291,0.242291,
LUX,POP,WOMEN,MLN_PER,A,2008,246.426,0.246426,
LUX,POP,WOMEN,MLN_PER,A,2009,250.661,0.250661,
LUX,POP,WOMEN,MLN_PER,A,2010,254.939,0.254939,
LUX,POP,WOMEN,MLN_PER,A,2011,260.129,0.260129,
LUX,POP,WOMEN,MLN_PER,A,2012,265.831,0.265831,
LUX,POP,WOMEN,MLN_PER,A,2013,271.595,0.271595,
LUX,POP,WOMEN,MLN_PER,A,2014,277.776,0.277776,
LUX,POP,WOMEN,MLN_PER,A,2015,284.021,0.284021,
LUX,POP,WOMEN,MLN_PER,A,2016,290.544,0.290544,
LUX,POP,WOMEN,MLN_PER,A,2017,296.724,0.296724,
LUX,POP,WOMEN,MLN_PER,A,2018,302.298,0.302298,
LUX,POP,WOMEN,MLN_PER,A,2019,308.158,0.308158,
LUX,POP,WOMEN,MLN_PER,A,2020,313.207,0.313207,
MEX,POP,WOMEN,MLN_PER,A,2000,50244.891,50.244891,
MEX,POP,WOMEN,MLN_PER,A,2001,50957.473,50.957473,
MEX,POP,WOMEN,MLN_PER,A,2002,51699.272,51.699272,
MEX,POP,WOMEN,MLN_PER,A,2003,52448.539,52.448539,
MEX,POP,WOMEN,MLN_PER,A,2004,53189.78,53.18978,
MEX,POP,WOMEN,MLN_PER,A,2005,53940.375,53.940375,
MEX,POP,WOMEN,MLN_PER,A,2006,54726.751,54.726751,
MEX,POP,WOMEN,MLN_PER,A,2007,55547.459,55.547459,
MEX,POP,WOMEN,MLN_PER,A,2008,56393.347,56.393347,
MEX,POP,WOMEN,MLN_PER,A,2009,57243.997,57.243997,
MEX,POP,WOMEN,MLN_PER,A,2010,58077.076,58.077076,
MEX,POP,WOMEN,MLN_PER,A,2011,58894.594,58.894594,
MEX,POP,WOMEN,MLN_PER,A,2012,59688.739,59.688739,
MEX,POP,WOMEN,MLN_PER,A,2013,60461.115,60.461115,
MEX,POP,WOMEN,MLN_PER,A,2014,61214.886,61.214886,
